OrderDate,Region,Category,Channel,Product,Units,UnitPrice,Discount,Revenue,Profit,CustomerSatisfaction
2023-06-07,South,Books,Online,P-011,6,685.79,0.14,3538.68,977.87,4.47
2023-06-08,Central,Apparel,Online,P-009,10,322.83,0.3,2259.81,885.33,3.48
2023-06-09,South,Sports,Retail,P-012,1,559.67,0.21,442.14,132.37,4.39
2023-06-10,East,Home,Retail,P-025,9,396.28,0.19,2888.88,621.32,3.72
2023-06-12,East,Apparel,Online,P-032,1,364.16,0.09,331.39,119.59,4.13
2023-06-13,East,Beauty,Retail,P-038,1,420.84,0.04,404.01,109.37,2.56
2023-06-14,North,Books,Online,P-008,8,31.44,0.08,231.4,20.54,4.99
2023-06-15,Central,Electronics,Online,P-013,1,370.23,0.03,359.12,133.29,4.58
2023-06-15,North,Apparel,Retail,P-006,4,292.61,0.01,7663.755185133053,1525.964624338248,2.85
2023-06-16,East,Books,Retail,P-009,10,464.46,0.04,4458.82,606.47,4.17
2023-06-17,West,Books,Online,P-012,6,609.26,0.05,3472.78,606.74,4.55
2023-06-18,South,Home,Retail,P-019,4,155.59,0.07,578.79,136.33,4.41
2023-06-18,North,Apparel,Retail,P-026,11,345.4,0.25,2849.55,338.93,3.48
2023-06-19,Central,Apparel,Retail,P-011,8,471.67,0.26,2792.29,430.55,3.37
2023-06-19,North,Sports,Retail,P-021,2,728.74,0.12,1282.58,378.68,4.3
2023-06-19,North,Electronics,Retail,P-032,3,711.92,0.07,1986.26,274.62,4.84
2023-06-20,North,Electronics,Retail,P-015,1,267.82,0.13,233.0,48.47,4.62
2023-06-20,South,Sports,Online,P-013,8,301.02,0.31,1661.63,260.59,3.68
2023-06-21,East,Sports,Wholesale,P-005,2,633.82,0.05,1204.26,190.13,4.25
2023-06-21,North,Books,Online,P-038,10,102.21,0.23,787.02,284.98,4.14
2023-06-21,West,Home,Retail,P-040,9,106.42,0.19,775.8,193.89,4.51
2023-06-22,East,Apparel,Online,P-007,7,678.77,0.28,3421.0,794.31,3.25
2023-06-22,Central,Apparel,Online,P-037,10,464.53,0.21,3669.79,277.56,4.51
2023-06-22,West,Electronics,Wholesale,P-023,4,503.92,0.15,1713.33,593.1,3.69
2023-06-22,West,Sports,Retail,P-037,6,555.36,0.05,3165.55,775.07,2.74
2023-06-23,East,Beauty,Online,P-009,9,631.79,0.28,4094.0,380.97,3.84
2023-06-24,South,Apparel,Retail,P-027,6,454.32,0.14,2344.29,364.07,4.41
2023-06-24,South,Beauty,Online,P-006,4,61.41,0.1,221.08,46.77,4.97
2023-06-24,East,Electronics,Online,P-019,11,311.72,0.26,2537.4,691.97,3.33
2023-06-24,Central,Electronics,Online,P-017,10,502.07,0.13,4368.01,1371.46,4.97
2023-06-24,West,Home,Online,P-009,2,332.14,0.07,617.78,65.12,3.23
2023-06-25,East,Electronics,Retail,P-040,1,353.49,0.09,321.68,118.91,2.71
2023-06-25,South,Sports,Retail,P-033,8,498.54,0.22,3110.89,399.95,4.5
2023-06-25,West,Electronics,Retail,P-010,9,604.96,0.25,4083.48,1530.46,2.5
2023-06-26,West,Beauty,Online,P-024,2,432.5,0.25,648.75,211.86,4.08
2023-06-26,North,Electronics,Retail,P-011,4,211.27,0.32,574.65,59.47,5.0
2023-06-27,Central,Beauty,Online,P-007,1,696.07,0.24,529.01,49.91,4.99
2023-06-28,North,Home,Retail,P-031,9,516.72,0.08,4278.44,703.41,3.51
2023-06-28,Central,Sports,Retail,P-013,4,194.36,0.24,590.85,165.85,4.26
2023-06-28,South,Sports,Online,P-005,2,556.57,0.19,901.64,99.27,3.63
2023-06-29,North,Beauty,Wholesale,P-027,3,14.35,0.18,35.3,2.31,3.19
2023-06-29,East,Beauty,Wholesale,P-027,4,14.09,0.28,40.58,6.85,4.75
2023-06-29,Central,Books,Online,P-003,11,400.2,0.07,4094.05,1342.66,2.93
2023-06-29,North,Books,Online,P-015,11,691.89,0.25,5708.09,1521.27,3.34
2023-06-29,North,Books,Retail,P-006,9,486.51,0.34,2889.87,344.39,4.17
2023-06-30,West,Sports,Retail,P-020,7,46.85,0.29,232.84,26.81,3.21
2023-07-01,West,Apparel,Online,P-003,4,273.74,0.12,963.56,80.46,3.73
2023-07-02,North,Electronics,Online,P-024,4,406.36,0.14,1397.88,466.57,4.03
2023-07-02,North,Apparel,Retail,P-001,11,696.11,0.32,5206.9,2081.05,2.84
2023-07-02,South,Sports,Retail,P-040,9,85.17,0.22,597.89,57.09,3.81
2023-07-02,North,Apparel,Online,P-019,4,335.42,0.2,1073.34,57.49,3.08
2023-07-04,East,Home,Online,P-027,5,230.76,0.18,946.12,174.06,4.98
2023-07-05,Central,Home,Retail,P-027,9,67.35,0.01,600.09,136.68,4.09
2023-07-05,North,Books,Retail,P-027,7,231.43,0.12,1425.61,125.15,4.37
2023-07-06,South,Beauty,Retail,P-006,11,601.51,0.15,5624.12,1494.9,3.72
2023-07-06,South,Sports,Retail,P-002,9,513.96,0.1,4163.08,1048.96,4.64
2023-07-07,West,Apparel,Online,P-001,6,463.38,0.31,1918.39,431.2,4.54
2023-07-09,North,Books,Retail,P-034,1,738.64,0.27,539.21,77.56,4.61
2023-07-10,East,Apparel,Online,P-030,4,35.54,0.15,120.84,46.03,3.74
2023-07-11,Central,Sports,Wholesale,P-030,2,375.63,0.33,503.34,55.48,4.91
2023-07-11,South,Beauty,Online,P-024,5,552.77,0.17,2294.0,708.44,3.95
2023-07-12,North,Books,Online,P-004,1,99.67,0.0,99.67,18.8,2.86
2023-07-12,East,Sports,Online,P-015,9,34.8,0.13,272.48,37.04,4.43
2023-07-14,South,Electronics,Online,P-013,11,483.51,0.13,4627.19,921.04,3.13
2023-07-14,North,Home,Online,P-018,8,682.8,0.12,4806.91,359.8,4.38
2023-07-14,West,Beauty,Retail,P-040,5,743.54,0.18,3048.51,1076.63,3.82
2023-07-14,Central,Apparel,Online,P-040,8,545.11,0.18,3575.92,1234.19,4.47
2023-07-14,North,Electronics,Wholesale,P-008,3,708.35,0.21,1678.79,575.59,3.72
2023-07-16,East,Sports,Retail,P-033,4,475.12,0.29,1349.34,408.95,4.03
2023-07-16,South,Home,Online,P-027,4,68.15,0.1,245.34,74.53,3.97
2023-07-16,Central,Apparel,Retail,P-029,9,764.87,0.07,6401.96,522.79,2.86
2023-07-17,West,Beauty,Online,P-022,9,506.27,0.2,3645.14,1349.78,4.23
2023-07-17,North,Home,Retail,P-026,2,290.38,0.32,394.92,115.58,2.76
2023-07-17,West,Beauty,Online,P-010,4,16.68,0.13,58.05,15.97,3.27
2023-07-18,East,Books,Retail,P-009,5,132.77,0.02,650.57,201.93,3.16
2023-07-20,South,Electronics,Online,P-035,2,758.18,0.31,1046.29,145.05,4.76
2023-07-20,South,Sports,Retail,P-040,11,39.11,0.14,369.98,86.61,3.86
2023-07-20,North,Sports,Retail,P-002,7,620.67,0.27,3171.62,801.69,4.91
2023-07-21,North,Beauty,Wholesale,P-004,9,85.74,0.11,686.78,89.09,2.74
2023-07-21,East,Beauty,Retail,P-022,3,618.11,0.27,1353.66,517.65,4.36
2023-07-22,West,Electronics,Online,P-007,4,77.02,0.27,224.9,88.72,3.74
2023-07-22,West,Beauty,Online,P-040,2,183.88,0.05,349.37,61.55,4.54
2023-07-22,East,Books,Retail,P-023,10,223.98,0.11,1993.42,182.57,4.23
2023-07-22,West,Apparel,Online,P-024,9,713.38,0.28,4622.7,1119.17,3.8
2023-07-23,West,Electronics,Online,P-033,2,352.86,0.14,606.92,82.76,3.66
2023-07-24,East,Sports,Retail,P-036,8,449.92,0.34,2375.58,770.84,3.47
2023-07-24,South,Apparel,Retail,P-030,11,208.34,0.24,1741.72,185.8,2.97
2023-07-25,South,Beauty,Retail,P-008,2,579.56,0.08,1066.39,184.0,4.68
2023-07-25,East,Books,Retail,P-036,4,130.63,0.09,475.49,118.86,3.77
2023-07-26,North,Books,Online,P-007,5,177.06,0.08,814.48,116.83,4.08
2023-07-26,North,Apparel,Online,P-007,5,519.7,0.08,2390.62,469.05,3.57
2023-07-27,West,Beauty,Online,P-025,8,309.36,0.33,1658.17,439.42,4.17
2023-07-27,Central,Home,Online,P-036,11,93.6,0.11,916.34,63.61,4.92
2023-07-27,East,Electronics,Online,P-027,2,50.03,0.11,89.05,19.84,3.47
2023-07-27,Central,Home,Online,P-034,2,230.3,0.13,400.72,111.52,3.32
2023-07-27,West,Books,Online,P-030,5,147.18,0.01,728.54,102.24,3.53
2023-07-29,West,Home,Retail,P-003,8,610.9,0.32,3323.3,570.8,3.05
2023-07-30,North,Sports,Retail,P-027,11,120.21,0.18,1084.29,94.35,3.34
2023-07-30,North,Home,Online,P-005,8,791.04,0.13,5505.64,971.15,2.67
2023-07-30,West,Beauty,Online,P-037,9,345.14,0.12,2733.51,515.43,4.03
2023-07-30,North,Beauty,Online,P-024,6,608.32,0.14,3138.93,1218.42,3.79
2023-07-30,Central,Electronics,Online,P-011,3,305.89,0.31,633.19,164.62,3.25
2023-07-30,North,Apparel,Retail,P-040,11,564.66,0.06,5838.58,1507.54,4.75
2023-07-31,South,Books,Online,P-024,4,679.82,0.02,2664.89,209.84,3.44
2023-07-31,North,Beauty,Retail,P-039,6,444.6,0.22,2080.73,683.54,3.96
2023-08-01,East,Electronics,Retail,P-007,5,725.42,0.09,3300.66,169.91,3.74
2023-08-02,East,Apparel,Online,P-022,8,429.77,0.02,3369.4,1183.45,4.59
2023-08-03,North,Home,Retail,P-032,8,199.54,0.1,1436.69,311.08,2.77
2023-08-03,East,Apparel,Online,P-033,7,233.6,0.01,1618.85,631.87,4.96
2023-08-04,South,Sports,Retail,P-021,1,448.86,0.15,381.53,100.29,4.89
2023-08-04,Central,Apparel,Wholesale,P-039,1,374.44,0.02,2798.3143484243465,107.3837116311715,3.23
2023-08-05,West,Beauty,Online,P-003,2,703.64,0.33,942.88,221.3,4.81
2023-08-05,South,Electronics,Online,P-005,10,395.72,0.26,2928.33,1099.12,2.51
2023-08-05,South,Books,Online,P-022,3,564.94,0.02,1660.92,553.15,4.89
2023-08-06,Central,Apparel,Online,P-017,3,390.83,0.27,855.92,150.48,3.07
2023-08-07,North,Books,Wholesale,P-008,6,621.15,0.16,3130.6,948.48,
2023-08-07,East,Electronics,Online,P-007,9,52.91,0.09,433.33,128.68,4.85
2023-08-07,West,Electronics,Online,P-028,3,263.83,0.27,577.79,131.21,3.4
2023-08-07,North,Beauty,Retail,P-022,8,617.78,0.06,4645.71,1541.13,4.11
2023-08-07,West,Electronics,Online,P-002,11,612.94,0.2,5393.87,924.82,3.44
2023-08-07,Central,Electronics,Retail,P-024,7,146.28,0.11,911.32,316.23,3.13
2023-08-08,South,Home,Online,P-018,7,729.6,0.13,4443.26,1696.93,3.05
2023-08-08,South,Electronics,Retail,P-010,8,730.59,0.08,5377.14,332.03,3.22
2023-08-09,Central,Home,Online,P-028,9,557.55,0.27,3663.1,1264.98,3.11
2023-08-09,South,Sports,Online,P-010,7,143.86,0.03,976.81,319.67,3.64
2023-08-09,North,Sports,Online,P-009,4,492.65,0.13,1714.42,481.21,5.0
2023-08-09,South,Books,Retail,P-005,5,421.89,0.03,2046.17,150.15,2.63
2023-08-09,South,Beauty,Online,P-020,10,534.56,0.14,4597.22,1207.41,3.7
2023-08-10,South,Sports,Retail,P-002,11,205.06,0.0,2255.66,661.82,4.49
2023-08-11,Central,Sports,Wholesale,P-017,10,773.99,0.03,7507.7,2988.22,4.68
2023-08-11,East,Apparel,Retail,P-019,9,648.89,0.12,5139.21,888.94,3.01
2023-08-12,Central,Sports,Online,P-005,6,216.04,0.27,946.26,273.58,3.48
2023-08-12,West,Books,Wholesale,P-020,8,223.71,0.23,1378.05,383.25,4.32
2023-08-12,East,Home,Retail,P-028,2,99.61,0.14,171.33,58.08,4.22
2023-08-13,North,Home,Retail,P-014,3,328.21,0.04,945.24,76.64,3.87
2023-08-14,South,Home,Online,P-026,1,672.15,0.03,651.99,212.36,2.87
2023-08-15,Central,Books,Retail,P-032,5,652.81,0.11,2905.0,824.39,2.81
2023-08-15,South,Electronics,Online,P-037,6,799.6,0.17,3982.01,998.74,3.94
2023-08-15,Central,Home,Online,P-026,4,412.28,0.03,1599.65,291.86,4.24
2023-08-16,North,Electronics,Retail,P-002,1,331.24,0.31,228.56,89.16,3.18
2023-08-17,South,Beauty,Online,P-029,11,369.82,0.14,3498.5,1201.07,4.66
2023-08-17,Central,Apparel,Online,P-020,8,200.79,0.35,1044.11,351.85,3.95
2023-08-17,East,Books,Online,P-033,6,462.22,0.13,2412.79,679.52,3.51
2023-08-18,North,Home,Online,P-021,4,107.87,0.33,289.09,25.64,3.98
2023-08-18,East,Beauty,Retail,P-024,7,425.43,0.03,2888.67,1048.53,2.69
2023-08-18,North,Beauty,Online,P-031,2,577.34,0.34,762.09,81.23,4.13
2023-08-18,North,Home,Retail,P-039,9,555.18,0.33,3347.74,803.26,2.88
2023-08-19,East,Home,Retail,P-027,2,286.02,0.33,383.27,65.12,3.04
2023-08-19,West,Apparel,Retail,P-030,5,172.48,0.06,810.66,272.23,3.69
2023-08-19,South,Apparel,Online,P-029,4,449.01,0.0,1796.04,126.37,2.77
2023-08-19,North,Sports,Online,P-015,10,53.09,0.02,520.28,174.29,2.54
2023-08-20,West,Electronics,Retail,P-035,2,276.19,0.25,414.28,100.21,3.15
2023-08-20,East,Home,Online,P-007,10,146.83,0.18,1204.01,321.63,
2023-08-20,South,Books,Retail,P-030,10,101.23,0.27,3012.547262589083,208.06457237005085,2.74
2023-08-21,South,Beauty,Online,P-018,4,72.05,0.25,216.15,18.61,3.97
2023-08-21,North,Beauty,Online,P-020,1,280.52,0.09,255.27,20.43,3.54
2023-08-21,South,Beauty,Online,P-003,7,186.76,0.15,1111.22,412.58,2.76
2023-08-22,East,Beauty,Retail,P-025,2,17.63,0.28,25.39,3.92,4.44
2023-08-22,North,Books,Online,P-040,1,11.91,0.33,7.98,1.87,3.44
2023-08-23,Central,Home,Online,P-018,8,799.62,0.02,6269.02,1395.84,3.1
2023-08-23,Central,Books,Online,P-012,10,192.41,0.23,1481.56,457.99,4.08
2023-08-23,North,Apparel,Online,P-030,5,485.96,0.27,1773.75,468.74,2.86
2023-08-24,West,Sports,Online,P-007,6,417.14,0.12,2202.5,560.88,4.31
2023-08-24,East,Sports,Online,P-013,7,694.14,0.09,4421.67,1005.4,4.29
2023-08-26,West,Apparel,Online,P-027,9,111.54,0.21,793.05,206.61,4.38
2023-08-26,Central,Home,Online,P-027,11,697.32,0.31,5292.66,1381.89,4.4
2023-08-26,West,Beauty,Online,P-032,1,631.54,0.27,461.02,29.1,4.1
2023-08-28,North,Sports,Retail,P-027,6,88.96,0.2,427.01,95.75,2.54
2023-08-28,North,Home,Wholesale,P-001,3,57.77,0.32,117.85,45.85,4.71
2023-08-28,North,Beauty,Online,P-033,7,544.16,0.03,3694.85,1308.15,4.19
2023-08-29,North,Beauty,Online,P-034,3,292.04,0.3,613.28,197.65,2.94
2023-08-30,South,Books,Online,P-010,6,683.08,0.11,3647.65,844.41,3.51
2023-08-30,East,Electronics,Online,P-029,10,504.42,0.32,3430.06,1154.15,4.7
2023-08-31,West,Apparel,Online,P-037,4,792.91,0.14,2727.61,215.1,3.58
2023-09-01,North,Beauty,Retail,P-015,10,211.09,0.33,1414.3,389.05,4.91
2023-09-01,East,Apparel,Wholesale,P-013,6,347.34,0.24,1583.87,201.53,2.98
2023-09-01,East,Electronics,Wholesale,P-008,6,720.76,0.09,3935.35,1092.69,3.58
2023-09-01,East,Sports,Retail,P-018,7,481.5,0.18,2763.81,312.73,3.01
2023-09-01,South,Books,Online,P-021,7,95.42,0.13,581.11,118.29,3.78
2023-09-02,South,Sports,Online,P-027,5,283.1,0.22,1104.09,118.01,2.95
2023-09-02,West,Apparel,Retail,P-014,3,706.12,0.01,2097.18,757.03,4.19
2023-09-04,West,Apparel,Retail,P-016,3,517.03,0.15,1318.43,169.63,3.13
2023-09-05,North,Apparel,Retail,P-017,6,14.53,0.26,64.51,18.73,2.64
2023-09-05,West,Apparel,Online,P-012,8,573.18,0.35,2980.54,1010.07,4.86
2023-09-05,Central,Apparel,Online,P-001,9,373.36,0.04,3225.83,492.79,3.15
2023-09-06,Central,Sports,Online,P-029,9,140.71,0.15,1076.43,334.31,
2023-09-07,North,Home,Wholesale,P-026,3,346.82,0.33,697.11,251.66,3.95
2023-09-08,North,Home,Wholesale,P-013,6,111.07,0.07,619.77,94.27,2.69
2023-09-08,West,Electronics,Retail,P-037,2,632.69,0.11,1126.19,279.17,4.27
2023-09-08,North,Home,Online,P-035,7,673.87,0.31,3254.79,185.01,4.53
2023-09-09,West,Home,Wholesale,P-001,8,569.65,0.31,3144.47,691.32,4.0
2023-09-10,Central,Books,Online,P-031,8,627.74,0.1,4519.73,620.41,3.77
2023-09-11,Central,Beauty,Online,P-009,7,756.55,0.22,4130.76,238.05,4.96
2023-09-11,West,Electronics,Retail,P-011,3,642.85,0.13,1677.84,584.75,2.65
2023-09-11,North,Home,Wholesale,P-012,10,767.93,0.14,6604.2,2137.86,3.1
2023-09-11,North,Books,Retail,P-037,9,154.71,0.2,1113.91,178.76,4.87
2023-09-12,South,Books,Retail,P-001,10,231.23,0.35,1503.0,332.14,3.78
2023-09-14,North,Electronics,Online,P-011,2,630.97,0.1,1135.75,98.64,3.16
2023-09-14,North,Books,Retail,P-023,8,718.72,0.3,4024.83,473.51,3.46
2023-09-16,North,Books,Online,P-017,10,797.37,0.34,5262.64,1381.79,2.72
2023-09-19,Central,Beauty,Online,P-013,5,775.49,0.07,3606.03,1336.81,3.04
2023-09-21,East,Home,Online,P-015,11,319.19,0.32,2387.54,257.55,4.32
2023-09-21,Central,Sports,Online,P-031,11,260.63,0.23,2207.54,460.1,3.75
2023-09-22,South,Beauty,Retail,P-018,8,393.92,0.08,2899.25,407.27,4.74
2023-09-23,West,Books,Wholesale,P-009,6,171.49,0.07,956.91,311.78,3.36
2023-09-23,East,Apparel,Retail,P-028,8,87.74,0.06,659.8,216.06,4.01
2023-09-23,Central,Electronics,Retail,P-002,11,680.76,0.1,6739.52,2506.25,2.85
2023-09-24,North,Sports,Retail,P-022,1,528.16,0.07,2908.6051000464727,592.676285683791,2.91
2023-09-24,East,Home,Retail,P-025,1,184.76,0.23,142.27,8.27,3.04
2023-09-25,North,Home,Retail,P-012,4,193.86,0.14,666.88,192.37,4.44
2023-09-25,South,Books,Online,P-018,11,562.96,0.15,5263.68,1481.32,3.97
2023-09-25,Central,Electronics,Online,P-026,4,132.07,0.04,507.15,110.23,2.68
2023-09-25,East,Beauty,Retail,P-019,6,409.68,0.06,2310.6,246.97,3.4
2023-09-26,Central,Books,Retail,P-038,2,470.58,0.24,715.28,126.11,4.83
2023-09-26,West,Electronics,Wholesale,P-017,3,261.9,0.04,754.27,183.66,4.74
2023-09-27,West,Apparel,Wholesale,P-039,5,689.42,0.04,3309.22,972.19,4.03
2023-09-28,South,Books,Online,P-026,8,790.0,0.31,4360.8,704.72,3.2
2023-09-28,East,Beauty,Online,P-025,6,451.2,0.11,2409.41,521.96,3.0
2023-09-28,East,Sports,Online,P-020,5,188.69,0.22,735.89,190.35,4.48
2023-09-28,East,Sports,Retail,P-024,8,715.69,0.12,5038.46,2002.74,2.68
2023-09-28,Central,Electronics,Online,P-017,6,766.51,0.24,3495.29,232.48,2.63
2023-09-29,West,Sports,Wholesale,P-034,10,193.3,0.34,1275.78,357.92,3.89
2023-09-30,North,Apparel,Retail,P-020,11,506.84,0.34,3679.66,559.36,4.35
2023-09-30,North,Books,Online,P-012,10,566.02,0.03,5490.39,2135.97,4.82
2023-09-30,Central,Home,Online,P-030,7,503.56,0.17,2925.68,714.68,3.8
2023-10-01,North,Sports,Retail,P-035,1,382.91,0.17,317.82,27.9,3.83
2023-10-02,West,Books,Retail,P-018,9,536.62,0.22,3767.07,1361.97,4.23
2023-10-02,North,Books,Retail,P-035,2,319.61,0.12,562.51,44.87,3.94
2023-10-05,Central,Electronics,Online,P-010,8,467.74,0.29,2656.76,431.96,4.47
2023-10-05,West,Sports,Online,P-031,9,240.2,0.34,1426.79,238.91,4.83
2023-10-06,North,Books,Retail,P-023,4,746.66,0.25,2239.98,268.43,4.47
2023-10-06,North,Apparel,Retail,P-009,7,217.41,0.24,1156.62,304.0,2.92
2023-10-07,East,Apparel,Online,P-016,1,709.28,0.09,645.44,150.78,3.88
2023-10-08,Central,Books,Retail,P-017,4,152.35,0.11,542.37,65.01,4.98
2023-10-08,Central,Books,Online,P-034,5,311.42,0.33,1043.26,284.06,3.94
2023-10-08,West,Books,Online,P-037,6,162.54,0.2,780.19,125.81,3.27
2023-10-09,North,Electronics,Retail,P-017,4,98.18,0.25,294.54,38.89,4.23
2023-10-10,East,Electronics,Retail,P-030,9,104.06,0.17,777.33,246.57,4.35
2023-10-10,South,Sports,Wholesale,P-040,11,489.51,0.28,3876.92,495.93,4.02
2023-10-11,East,Books,Retail,P-002,6,650.07,0.13,3393.37,1267.44,2.82
2023-10-13,East,Electronics,Wholesale,P-006,5,345.25,0.13,1501.84,306.78,4.24
2023-10-13,East,Beauty,Wholesale,P-021,10,591.0,0.34,3900.6,1406.5,3.66
2023-10-14,North,Books,Online,P-002,2,134.54,0.05,255.63,56.82,2.77
2023-10-14,Central,Books,Online,P-010,6,617.54,0.16,3112.4,846.24,4.18
2023-10-15,South,Beauty,Retail,P-002,10,135.02,0.34,891.13,181.23,2.62
2023-10-15,East,Electronics,Retail,P-003,11,199.82,0.26,1626.53,146.82,3.98
2023-10-15,North,Electronics,Online,P-018,11,226.92,0.32,1697.36,342.57,2.65
2023-10-17,East,Books,Online,P-013,2,268.35,0.31,370.32,72.61,3.3
2023-10-18,West,Home,Retail,P-006,2,464.26,0.22,724.25,81.22,3.2
2023-10-18,West,Sports,Online,P-003,8,165.47,0.24,1006.06,341.29,3.76
2023-10-20,North,Electronics,Wholesale,P-031,5,237.68,0.33,796.23,247.31,2.57
2023-10-20,North,Home,Retail,P-027,10,531.16,0.1,4780.44,1197.7,4.81
2023-10-21,East,Electronics,Online,P-039,10,129.83,0.27,947.76,299.8,
2023-10-22,Central,Books,Online,P-026,9,400.32,0.11,3206.56,417.71,
2023-10-22,Central,Books,Wholesale,P-031,1,388.42,0.04,372.88,124.31,4.75
2023-10-24,North,Beauty,Online,P-028,7,754.28,0.13,4593.57,1607.35,2.69
2023-10-24,Central,Home,Retail,P-032,9,460.73,0.33,2778.2,701.24,4.62
2023-10-24,East,Home,Retail,P-012,7,365.93,0.18,2100.44,751.61,4.26
2023-10-25,East,Sports,Retail,P-014,4,722.51,0.24,2196.43,660.68,3.44
2023-10-26,Central,Electronics,Online,P-027,3,279.47,0.23,645.58,185.62,4.7
2023-10-26,South,Electronics,Online,P-037,4,148.81,0.23,458.33,95.18,4.97
2023-10-26,North,Electronics,Online,P-036,7,515.74,0.25,2707.64,775.86,3.57
2023-10-27,North,Beauty,Online,P-025,11,272.61,0.1,2698.84,319.21,4.33
2023-10-27,West,Electronics,Retail,P-001,6,778.93,0.09,4252.96,1250.44,4.52
2023-10-27,South,Electronics,Online,P-017,11,720.17,0.15,6733.59,2458.81,2.99
2023-10-28,South,Beauty,Online,P-037,4,728.21,0.19,2359.4,395.05,3.41
2023-10-28,South,Apparel,Online,P-002,6,416.01,0.14,2146.61,845.24,3.31
2023-10-28,North,Sports,Retail,P-036,11,598.83,0.07,6126.03,1480.05,3.17
2023-10-29,South,Apparel,Retail,P-025,4,19.67,0.12,69.24,7.36,3.16
2023-10-30,North,Home,Wholesale,P-005,10,109.87,0.32,747.12,221.24,3.63
2023-10-30,West,Electronics,Retail,P-005,8,241.94,0.21,1529.06,216.37,3.19
2023-10-31,North,Home,Online,P-001,2,426.04,0.18,698.71,266.91,3.63
2023-10-31,North,Apparel,Retail,P-036,7,771.18,0.23,4156.66,738.08,3.12
2023-10-31,North,Apparel,Online,P-015,2,77.38,0.11,137.74,36.96,4.16
2023-10-31,East,Books,Online,P-035,9,430.66,0.19,3139.51,876.1,3.63
2023-11-01,West,Sports,Retail,P-028,5,348.05,0.07,1618.43,501.89,3.16
2023-11-01,North,Apparel,Online,P-031,4,530.84,0.18,1741.16,537.77,3.57
2023-11-01,East,Apparel,Online,P-011,1,73.32,0.3,51.32,13.42,3.05
2023-11-01,Central,Home,Online,P-039,11,101.31,0.22,869.24,261.93,4.64
2023-11-01,West,Books,Wholesale,P-023,6,727.59,0.22,3405.12,1238.27,2.64
2023-11-02,North,Home,Online,P-014,11,295.64,0.28,2341.47,194.16,2.51
2023-11-02,Central,Apparel,Retail,P-038,4,714.34,0.05,2714.49,602.43,4.41
2023-11-02,Central,Electronics,Online,P-009,8,254.09,0.34,1341.6,440.0,4.68
2023-11-02,South,Apparel,Online,P-037,1,220.62,0.25,165.46,17.38,4.77
2023-11-02,West,Apparel,Retail,P-003,3,37.96,0.24,86.55,22.53,3.47
2023-11-02,North,Home,Wholesale,P-005,3,438.72,0.07,1224.03,222.61,4.21
2023-11-03,North,Apparel,Online,P-001,3,660.01,0.27,1445.42,195.96,4.02
2023-11-03,West,Books,Wholesale,P-034,7,63.16,0.09,402.33,26.4,2.74
2023-11-06,South,Apparel,Retail,P-034,6,322.0,0.15,1642.2,150.05,3.9
2023-11-06,South,Books,Online,P-021,10,471.38,0.1,4242.42,1305.06,3.54
2023-11-07,Central,Home,Retail,P-005,3,473.24,0.33,951.21,118.2,4.78
2023-11-07,West,Sports,Online,P-021,8,295.33,0.03,2291.76,560.25,2.93
2023-11-08,West,Electronics,Retail,P-014,4,80.72,0.08,297.05,38.85,4.85
2023-11-09,East,Sports,Retail,P-019,8,509.25,0.34,2688.84,592.26,4.34
2023-11-10,North,Sports,Online,P-001,5,38.07,0.25,142.76,40.84,2.98
2023-11-11,West,Electronics,Online,P-016,6,799.42,0.34,3165.7,207.13,3.99
2023-11-11,East,Beauty,Retail,P-040,10,509.12,0.24,3869.31,452.92,4.02
2023-11-11,Central,Apparel,Online,P-007,3,419.72,0.31,868.82,86.01,4.01
2023-11-11,North,Apparel,Online,P-009,9,597.58,0.33,3603.41,1275.91,4.06
2023-11-12,Central,Beauty,Retail,P-031,9,793.5,0.18,5856.03,332.5,3.35
2023-11-12,North,Home,Online,P-018,10,538.27,0.15,4575.3,1322.94,3.96
2023-11-13,North,Apparel,Online,P-036,10,770.15,0.22,6007.17,1330.55,3.69
2023-11-13,West,Sports,Wholesale,P-040,5,18.09,0.14,77.79,10.22,3.78
2023-11-13,East,Home,Retail,P-009,7,705.87,0.28,3557.58,466.05,4.32
2023-11-13,North,Home,Online,P-017,6,483.33,0.22,2261.98,724.23,3.88
2023-11-13,North,Books,Wholesale,P-023,1,131.72,0.27,96.16,25.63,4.72
2023-11-13,West,Electronics,Online,P-031,5,58.16,0.19,235.55,12.51,4.81
2023-11-13,North,Sports,Retail,P-008,3,648.71,0.13,1693.13,184.18,4.76
2023-11-14,West,Electronics,Online,P-005,11,352.22,0.17,3215.77,978.91,2.65
2023-11-14,North,Sports,Retail,P-021,11,62.42,0.13,597.36,168.31,3.09
2023-11-14,Central,Electronics,Online,P-037,3,343.79,0.07,959.17,205.75,4.69
2023-11-15,West,Beauty,Online,P-024,4,361.58,0.13,1258.3,127.13,3.94
2023-11-15,Central,Sports,Online,P-039,10,710.75,0.04,6823.2,1589.65,4.52
2023-11-16,East,Home,Online,P-028,9,74.37,0.07,622.48,126.64,3.4
2023-11-16,East,Beauty,Online,P-002,4,36.12,0.3,101.14,17.82,4.19
2023-11-17,West,Electronics,Online,P-013,8,519.06,0.31,2865.21,1079.94,4.21
2023-11-17,East,Sports,Retail,P-019,1,133.58,0.16,112.21,6.78,4.89
2023-11-17,South,Apparel,Online,P-003,8,703.33,0.08,5176.51,410.23,4.98
